year,unique_statutes_changed
1947.0,13
1953.0,1
1955.0,1
1957.0,1
1967.0,2
1969.0,1
1971.0,30
1973.0,1
1978.0,1
1981.0,4
1989.0,26
1990.0,1
1991.0,20
1993.0,26
1995.0,36
1997.0,39
1999.0,29
2001.0,23
2003.0,25
2005.0,33
2007.0,42
2009.0,25
2011.0,33
2013.0,43
2015.0,36
2017.0,29
2019.0,38
2021.0,12
2023.0,24
2025.0,23
