year,unique_statutes_changed
1950.0,3
1960.0,1
1970.0,1
1974.0,1
1975.0,3
1977.0,4
1978.0,4
1979.0,1
1981.0,5
1982.0,1
1983.0,3
1984.0,6
1985.0,1
1989.0,15
1990.0,17
1991.0,18
1992.0,26
1993.0,14
1994.0,16
1995.0,28
1996.0,16
1997.0,20
1998.0,16
1999.0,27
2000.0,39
2001.0,6
2002.0,27
2003.0,37
2004.0,28
2005.0,23
2006.0,24
2007.0,12
2008.0,13
2009.0,25
2010.0,12
2011.0,29
2012.0,14
2013.0,14
2014.0,25
2015.0,13
2017.0,24
2018.0,7
2019.0,12
2020.0,30
2021.0,24
2022.0,9
2023.0,1
2024.0,2
